or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik,deal_id,filer_cik,sec_start,sec_end,sec_exhibit_count,sec_any_price,sec_any_patent_asset_sale,sec_best_doc_class,sec_best_cik,sec_best_accession,sec_best_document,sec_best_description,sec_best_sec_url,sec_best_transaction_type,sec_best_price_scope,sec_best_price_kind,sec_best_is_patent_asset_sale,sec_best_price_disclosed,sec_best_price_value,sec_best_currency,sec_best_price_raw,sec_best_price_sentence,sec_best_price_unit,sec_best_patent_sale_sentence,sec_best_notes,sec_best_cik_url,sec_best_acc_url,sec_best_cik_norm,sec_best_accession_norm,sec_best_match_rule,sec_best_sec_any_price,sec_best_sec_any_patent_asset_sale,sec_best_type_prio,sec_best_has_sentence,sec_best_sent_len
LUDWIG JAMES N,STEELCASE INC,2012-10-15,23,nan,1050825,814,1050825,2012-07-17,2013-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUKE HOKSUM HORACE,GOGORO INC,2012-09-12,27,nan,1886190,815,1886190,2012-06-14,2012-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYON CHARLES CHRISTOPHER,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-23,24,nan,4962,816,4962,2006-07-25,2007-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2 MEDICAL AS,M2 GROUP HOLDINGS INC,2009-03-24,26,nan,1705402,817,1705402,2008-12-24,2009-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGNA INTERNATIONAL INC,GRUPO ANTOLÍNIRAUSA SA,2015-08-31,20,749098,nan,818,749098,2015-06-02,2015-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGNETIC PERIPHERALS INC,SEAGATE TECHNOLOGY INC,1990-05-17,22,nan,1779474,819,1779474,1990-02-16,1990-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHINDRU RUCHI,INTERNATIONAL BUSINESS MACHINES CORPORATION,2018-07-16,25,nan,51143,820,51143,2018-04-17,2018-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALDONADO ROBERTO A,SELECTA BIOSCIENCES INC,2012-05-25,35,nan,1279704,821,1279704,2012-02-25,2012-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANTOR MICHAEL,ADVANCED MICRO DEVICES INC,2012-03-05,23,nan,2488,822,2488,2011-12-06,2012-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANVILLE RICHARD B,MATTEL INC,2002-03-22,66,nan,63276,823,63276,2001-12-22,2002-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCAR ANTHONY EMILE,WALMART STORES INC,2012-10-31,20,nan,104169,824,104169,2012-08-02,2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCAR ANTHONY EMILE,WALMART STORES INC,2012-12-18,20,nan,104169,825,104169,2012-09-19,2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARK DARREN M,BLACK DECKER INC,1995-09-19,23,nan,93556,826,93556,1995-06-21,1995-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARMINC THOMAS,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,33,nan,932021,827,932021,2018-03-21,2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARVELL INTERNATIONAL LTD,CAVIUM INTERNATIONAL,2019-12-31,23,1940941,nan,828,1940941,2019-10-02,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARVELL SEMICONDUCTOR INC,MARVELL INTERNATIONAL LTD,2008-09-03,31,nan,1940941,829,1940941,2008-06-05,2008-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARVELL TECHNOLOGY GROUP LTD,MARVELL INTERNATIONAL LTD,2001-01-19,67,1835632,1940941,830,1835632,2000-10-21,2001-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARVELL WORLD TRADE LTD,MARVELL INTERNATIONAL LTD,2017-06-08,36,nan,1940941,831,1940941,2017-03-10,2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARVELL WORLD TRADE LTD,MARVELL INTERNATIONAL LTD,2019-09-26,195,nan,1940941,832,1940941,2019-06-28,2019-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASHIACH ADI,NYXOAH SA,2018-07-19,85,nan,1857190,833,1857190,2018-04-20,2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATIS CLARK A,WOLVERINE WORLD WIDE INC,2000-06-01,20,nan,110471,834,110471,2000-03-03,2000-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATIS CLARK A,WOLVERINE WORLD WIDE INC,2005-05-27,23,nan,110471,835,110471,2005-02-26,2005-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATRICS INC,SYMBOL TECHNOLOGIES INC,2004-12-21,42,nan,1321834,836,1321834,2004-09-22,2005-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATTINGLY TODD D,WALMART STORES INC,2018-01-25,32,nan,104169,837,104169,2017-10-27,2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATTINGLY TODD D,WALMART STORES INC,2018-02-22,50,nan,104169,838,104169,2017-11-24,2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATTSON TECHNOLOGY INC,BEIJING ETOWN SEMICONDUCTOR TECHNOLOGY CO LTD,2019-09-25,41,1779474,nan,839,1779474,2019-06-27,2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATTSON TECHNOLOGY INC,BEIJING ETOWN SEMICONDUCTOR TECHNOLOGY CO LTD,2021-02-19,24,1779474,nan,840,1779474,2020-11-21,2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATTSON TECHNOLOGY INC,MATTSON TECHNOLOGY INC,2019-09-25,40,1779474,1779474,841,1779474,2019-06-27,2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATTSON TECHNOLOGY INC,MATTSON TECHNOLOGY INC,2021-02-19,24,1779474,1779474,842,1779474,2020-11-21,2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXTOR CORPORATION,SEAGATE TECHNOLOGY LLC,2009-05-29,101,nan,1137789,843,1137789,2009-02-28,2009-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCCORD JAMES W,DOVER TECHNOLOGY INTERNATIONAL INC,1985-12-21,23,nan,105319,844,105319,1985-09-22,1986-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCCORMICK JAROD,SILURIA TECHNOLOGIES INC,2015-07-15,22,nan,1321834,845,1321834,2015-04-16,2015-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCCRARY REX,ADVANCED MICRO DEVICES INC,2012-03-27,21,nan,2488,846,2488,2011-12-28,2012-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCGIMPSEY DONALD ROBERT,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,21,nan,4962,847,4962,2006-08-30,2007-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHUGH WAYNE THOMAS,GANART TECHNOLOGIES INC,2010-01-29,21,nan,1321834,848,1321834,2009-10-31,2010-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCNULTY CHRISTOPHER THOMAS,HYPERFINE RESEARCH INC,2018-09-10,21,nan,1833769,849,1833769,2018-06-12,2018-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCWILLIAMS DOUGLAS STEPHENS,EASTMAN CHEMICAL COMPANY,2006-03-24,23,nan,915389,850,915389,2005-12-24,2006-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEI CALIFORNIA INC,MICRON TECHNOLOGY INC,2001-03-22,46,nan,723125,851,723125,2000-12-22,2001-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENDLEIN JOHN D,ATYR PHARMA INC,2013-07-11,36,nan,1339970,852,1339970,2013-04-12,2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCK CO INC,MICROSOFT CORPORATION,2009-06-26,28,310158,nan,853,310158,2009-03-28,2009-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCK SHARP DOHME CORP,SIRNA THERAPEUTICS INC,2014-03-24,66,nan,2036042,854,2036042,2013-12-24,2014-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERRELL DOW PHARMACEUTICALS INC,MERRELL PHARMACEUTICALS INC,1995-09-15,34,1751788,1691082,855,1751788,1995-06-17,1995-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERRIMACK PHARMACEUTICALS INC,IPSEN BIOPHARM LTD,2017-04-03,24,1691082,nan,856,1691082,2017-01-03,2017-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESSALE CLAUDIO,FORD GLOBAL TECHNOLOGIES LLC,2018-09-26,23,nan,932021,857,932021,2018-06-28,2018-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METROS CRAIG,FORD GLOBAL TECHNOLOGIES LLC,2019-03-27,30,nan,932021,858,932021,2018-12-27,2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,nan,932021,859,932021,2015-10-07,2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2016-12-19,21,nan,932021,860,932021,2016-09-20,2017-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2018-01-10,29,nan,932021,861,932021,2017-10-12,2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2018-04-04,20,nan,932021,862,932021,2018-01-04,2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEYER ANTHONY,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,20,nan,932021,863,932021,2018-03-21,2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICROELECTRONICS AND COMPUTER TECHNOLOGY CORPORATION,SI DIAMOND TECHNOLOGY INC,1997-12-16,23,nan,1779474,864,1779474,1997-09-17,1998-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICRON TECHNOLOGY INC,APTINA IMAGING CORPORATION,2008-09-26,271,723125,nan,865,723125,2008-06-28,2008-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICRON TECHNOLOGY INC,APTINA IMAGING CORPORATION,2008-10-03,177,723125,nan,866,723125,2008-07-05,2009-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICRON TECHNOLOGY INC,MOSAID TECHNOLOGIES INCORPORATED,2009-06-09,20,723125,nan,867,723125,2009-03-11,2009-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICRON TECHNOLOGY INC,ROUND ROCK RESEARCH LLC,2009-12-23,50,723125,nan,868,723125,2009-09-24,2010-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICRON TECHNOLOGY INC,ROUND ROCK RESEARCH LLC,2009-12-30,64,723125,nan,869,723125,2009-10-01,2010-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICROPYRETICS HEATERS INTERNATIONAL INC,MHI HEALTH DEVICES LLC,2015-12-17,30,105319,nan,870,105319,2015-09-18,2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDEA AMERICA CORPORATION,MIDEA GROUP CO LTD,2017-12-19,38,nan,2039784,871,2039784,2017-09-20,2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIHIC MATTHEW,BEA SYSTEMS INC,2005-08-01,27,nan,1352010,872,1352010,2005-05-03,2005-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN JINKI,LG ELECTRONICS INC,2020-01-07,27,nan,2058873,873,2058873,2019-10-09,2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRALLES CARLOS THOMAS,AEROVIRONMENT INC,2010-02-02,28,nan,1368622,874,1368622,2009-11-04,2010-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISHRA RAHUL,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-17,21,nan,51143,875,51143,2014-08-19,2015-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISTRY XITIJ,FORD GLOBAL TECHNOLOGIES LLC,2018-04-03,25,nan,932021,876,932021,2018-01-03,2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITCHELL MELVIN GLENN,EASTMAN CHEMICAL COMPANY,2019-09-12,33,nan,915389,877,915389,2019-06-14,2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITEL CLOUD SERVICES INC,RINGCENTRAL INC,2022-01-28,33,nan,1384905,878,1384905,2021-10-30,2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITRA SOUVICK,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-17,21,nan,51143,879,51143,2014-08-19,2015-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOERTL DANIEL F,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-19,24,nan,51143,880,51143,2014-08-21,2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOHAWK INDUSTRIES INC,ALADDIN MANUFACTURING CORPORATION,2019-03-29,22,851968,nan,881,851968,2018-12-29,2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOHR PAUL W,INTUITIVE SURGICAL OPERATIONS INC,2015-09-25,22,nan,1035267,882,1035267,2015-06-27,2015-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOHUNDRO JAMES GLENN,PACIFIC MARKETING INTERNATIONAL HK LTD,2004-03-16,65,nan,1940941,883,1940941,2003-12-17,2004-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLECUMETICS LTD,MYRIAD PHARMACEUTICALS INC,2003-05-30,29,nan,1691082,884,1691082,2003-03-01,2003-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONDELLO ANTONINO,MICRON TECHNOLOGY INC,2019-12-13,40,nan,723125,885,723125,2019-09-14,2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY JOSHUA,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-07,20,nan,4962,886,4962,2004-04-08,2004-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON JOOHEE,SK TELECOM CO LTD,2010-10-16,22,nan,1015650,887,1015650,2010-07-18,2011-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON JOOHEE,SK TELECOM CO LTD,2011-02-16,20,nan,1015650,888,1015650,2010-11-18,2011-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON JOOHEE,SK TELECOM CO LTD,2013-06-03,31,nan,1015650,889,1015650,2013-03-05,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON SANGCHUL,LG ELECTRONICS INC,2015-12-29,31,nan,2058873,890,2058873,2015-09-30,2016-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON SUNG HO,LG ELECTRONICS INC,2012-05-03,24,nan,2058873,891,2058873,2012-02-03,2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOORE WILLIAM K,FORD GLOBAL TECHNOLOGIES LLC,2020-01-31,45,nan,932021,892,932021,2019-11-02,2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORRISON KAREN JANE MEYRICK,AGENSYS INC,2002-05-06,35,nan,924383,893,924383,2002-02-05,2002-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORRISON ROBERT KENDALL,AGENSYS INC,2002-05-06,34,nan,924383,894,924383,2002-02-05,2002-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORTON PHILIP G,DAYTON TECHNOLOGIES INC,2000-04-06,27,nan,1321834,895,1321834,2000-01-07,2000-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOROLA INC,MOTOROLA MOBILITY INC,2010-07-31,24,68505,nan,896,68505,2010-05-02,2010-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOROLA INC,MOTOROLA MOBILITY INC,2010-11-29,50,68505,nan,897,68505,2010-08-31,2011-02-27,1.0,1.0,1.0,likely_m&a_or_asset,68505.0,110465910038421.0,a10-14218_1ex2d1.htm,EX-2.1,https://www.sec.gov/Archives/edgar/data/68505/000110465910038421/a10-14218_1ex2d1.htm,asset_sale_with_ip,business_unit,total_consideration,1.0,1.0,1200000000.0,USD,"$1,200,000,000","The Purchaser will pay the Seller an amount in cash equal to $1,200,000,000 (One Billion Two Hundred Million Dollars) (the “ Purchase Price ”) for the Acquired Assets at the Initial Closing, subject to the provisions of Section 2.5 .",total,TABLE OF CONTENTS PAGE ARTICLE 1 THE TRANSACTIONS 1 1.1 Purchase and Sale of Acquired Assets 1 1.2 Excluded Assets 3 1.3 Assumption of Liabilities 6 1.4 Excluded Liabilities 7 1.5 Certain Transfers of Acquired Assets; Assumption of Liabilities 8 ARTICLE 2 PURCHASE PRICE; CLOSING 8 2.1 Purchase Price 8 2.2 Closing 9 2.3 Closing Deliveries 10 2.4 Purchaser Group 12 2.5 Post-Closing Adjustment 12 ARTICLE 3 REPRESENTATIONS AND WARRANTIES OF THE SELLER 16 3.1 Corporate Organization 16 3.2 Capitalization; Ownership 17 3.3 Authorization 17 3.4 No Conflict 18 3.5 Financial Matters 18 3.6 Tax Matters 19 3.7 Assets 21 3.8 Sufficiency of Certain Acquired Assets 21 3.9 Intellectual Property 21 3.10 Legal Compliance 21 3.11 Permits 21 3.12 Contracts 22 3.13 Legal Proceedings 23 3.14 Employees 24 3.15 E,Price relates to asset/business acquisition that includes IP/patents.,68505,000110465910038421,68505,000110465910038421,cik+midpoint,1.0,1.0,2.0,1.0,233.0
MUHAMMAD MUJAHID,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-18,21,nan,51143,898,51143,2014-08-20,2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULLEN JEFFREY D,DYNAMICS INC,2008-12-18,57,nan,1022671,899,1022671,2008-09-19,2009-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY ANDREW J,REGENERON PHARMACEUTICALS INC,2013-05-07,27,nan,872589,900,872589,2013-02-06,2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSTEK SYSTEMS INC,TRANSPACIFIC OPTICS LLC,2005-12-02,20,807863,nan,901,807863,2005-09-03,2006-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYRIAD GENETICS INC,MYRIAD PHARMACEUTICALS INC,2009-06-30,45,899923,1691082,902,899923,2009-04-01,2009-09-28,1.0,0.0,0.0,likely_m&a_or_asset,899923.0,119312509145168.0,dex21.htm,SEPARATION AND DISTRIBUTION AGREEMENT,https://www.sec.gov/Archives/edgar/data/899923/000119312509145168/dex21.htm,financing,financing_securities,,0.0,0.0,,,,,,"“ Assets ” shall mean assets, properties, claims and rights (including goodwill), wherever located (including in the possession of vendors or other Third Parties or elsewhere on behalf of the owner), of every kind, character and description, whether real, personal or mixed, tangible, intangible or contingent, in each case whether or not recorded or reflected or required to be recorded or reflected on the records or financial statements of any Person, including the following: (i) all accounting and other legal and business books, records, ledgers and files, whether printed, electronic or written; (ii) all computers and other electronic data processing and communications equipment, fixtures, machinery, equipment (including, without limitation, all laboratory equipment and related materials),",No explicit consideration sentence found in text. [Dropped: financing],899923,000119312509145168,899923,000119312509145168,cik+midpoint,0.0,0.0,9.0,0.0,0.0
MYRIAD PHARMACEUTICALS INC,MYRIAD GENETICS INC,2003-08-05,30,1691082,899923,903,1691082,2003-05-07,2003-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALCO COMPANY LLC,ECOLAB USA INC,2017-02-27,77,nan,31462,904,31462,2016-11-29,2017-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM BOHYUN,LG ELECTRONICS INC,2017-04-04,33,nan,2058873,905,2058873,2017-01-04,2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NANOSET LLC,BIOPHAN TECHNOLOGIES INC,2008-02-15,52,nan,1321834,906,1321834,2007-11-17,2008-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATARAJAN CHANDRASHEKAR,WALMART STORES INC,2015-11-14,21,nan,104169,907,104169,2015-08-16,2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONAL INSTITUTE FOR STRATEGIC TECHNOLOGY ACQUISITION AND COMMERCIALIZATION,FORD GLOBAL TECHNOLOGIES LLC,2006-04-05,25,nan,932021,908,932021,2006-01-05,2006-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONAL SEMICONDUCTOR CORPORATION,ADVANCED MICRO DEVICES INC,2003-08-21,35,nan,2488,909,2488,2003-05-23,2003-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONAL SEMICONDUCTOR CORPORATION BY JOHN M CLARK III SR VP AND SECRETARY,ADVANCED MICRO DEVICES INC,2003-08-21,54,nan,2488,910,2488,2003-05-23,2003-11-19,2.0,1.0,1.0,asset_purchase,2488.0,119312503033907.0,dex1054.htm,ASSET PURCHASE AGREEMENT,https://www.sec.gov/Archives/edgar/data/2488/000119312503033907/dex1054.htm,asset_sale_with_ip,business_unit,total_consideration,1.0,1.0,10.0,USD,$10,"“Material Contract” means Contracts that satisfy one or more of the following criteria: (a) Contracts not made in the ordinary course of business, (b) Contracts to purchase, sell or otherwise transfer any (i) Real Property or (ii) personal property with a purchase price in excess of US$10 million, whether a party is the buyer, seller, grantor or grantee thereunder, (c) Contracts involving future expenditures or Liabilities, actual or potential, in excess of US$10 million, (d) Contracts containing covenants limiting the freedom of AMD, Joint Venture or their Affiliates to engage in any line of business or compete with any Person or pursuant to which any material benefit is required to be given or lost as a result of so competing, (e) operating or other agreements with respect to partnership",total,REPRESENTATIONS AND WARRANTIES OF AMD 15 5.1 Corporate Existence and Power 15 5.2 Authorization 15 5.3 Governmental Authorization 15 5.4 Non-Contravention 16 5.5 Properties; Leases 16 5.6 Litigation; Other Proceedings 17 5.7 Contracts 17 5.8 Permits 18 5.9 Compliance with Laws 18 5.10 Employment Agreements; Change in Control; and Employee Benefits 19 5.11 Labor and Employment Matters 19 5.12 Insurance 19 5.13 Environmental Matters 19 5.14 Intellectual Property 20 5.15 Capitalization of AMD Contributed Subsidiaries 20 5.16 Brokers 21 TABLE OF CONTENTS (continued) Page 5.17 Related Party Agreements 21 5.18 No Other Agreements to Sell AMD Sold Assets 21 5.19 Absence of Changes 21 5.20 Value of Assets 21 ARTICLE VI.,Price relates to asset/business acquisition that includes IP/patents.,2488,000119312503033907,2488,000119312503033907,cik+midpoint,1.0,1.0,2.0,1.0,800.0
NEALE PAUL V,DEXCOM INC,2005-03-09,41,nan,1093557,911,1093557,2004-12-09,2005-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEOCERA INC,NEOCERA LLC,2006-11-16,23,1756180,nan,912,1756180,2006-08-18,2007-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NETHONGKOME BENJAMIN,NIKE INC,2022-01-04,34,nan,320187,913,320187,2021-10-06,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NETWORKS ASSOCIATES TECHNOLOGY INC,MCAFEE INC,2004-11-19,30,1779474,nan,914,1779474,2004-08-21,2005-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEUROGEN CORPORATION,NOVARTIS INTERNATIONAL PHARMACEUTICAL LTD,2009-02-26,20,nan,1940941,915,1940941,2008-11-28,2009-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWSON MARC A,APPLE INC,2015-02-02,25,nan,320193,916,320193,2014-11-04,2015-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXSTAR PHARMACEUTICALS INC,GILEAD SCIENCES INC,2001-01-23,54,1691082,882095,917,1691082,2000-10-25,2001-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG PUI YEE,FORMA THERAPEUTICS INC,2016-02-23,20,nan,1001316,918,1001316,2015-11-25,2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NISHIBORI SHIN,APPLE COMPUTER INC,2005-10-19,22,nan,320193,919,320193,2005-07-21,2006-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NISHIBORI SHIN,APPLE INC,2007-12-13,35,nan,320193,920,320193,2007-09-14,2008-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOGUCHI JUNPEI,HONDA MOTOR CO LTD,2021-05-10,30,nan,715153,921,715153,2021-02-09,2021-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOKIA SOLUTIONS AND NETWORKS OY,WIRELESS FUTURE TECHNOLOGIES INC,2014-06-24,29,nan,1321834,922,1321834,2014-03-26,2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORAIR JOHN PETER,BLACKBIRD TECHNOLOGY HOLDINGS INC,2012-02-28,21,nan,1779474,923,1779474,2011-11-30,2012-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORCOTT MAURICE H,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-05-03,37,nan,51143,924,51143,1993-02-02,1993-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH INC,GOOGLE LLC,2020-09-16,33,1093672,nan,925,1093672,2020-06-18,2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVAMAX TECHNOLOGIES INC,HENKEL KOMMANDITGESELLSCHAFT AUF AKTIEN HENKEL KGAA,1996-12-31,25,1321834,nan,926,1321834,1996-10-02,1997-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVARTIS AG,GLAXOSMITHKLINE BIOLOGICALS SA,2016-06-15,108,1114448,nan,927,1114448,2016-03-17,2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVARTIS AG,NOVARTIS TIERGESUNDHEIT AG,2015-01-01,25,1114448,1114448,928,1114448,2014-10-03,2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVARTIS AG,SYNGENTA PARTICIPATION AG,2004-03-04,26,1114448,nan,929,1114448,2003-12-05,2004-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVARTIS AG,SYNGENTA PARTICIPATIONS AG,2004-11-05,20,1114448,nan,930,1114448,2004-08-07,2005-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
