or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik,deal_id,filer_cik,sec_start,sec_end,any_sec_exhibit,any_sec_price,any_patent_asset_sale
SPX FITNESS INC,LAGREE TECHNOLOGIES INC,2016-10-24,58,nan,1321834,1149,1321834,2016-07-26,2017-01-22,0,0,0
SRC VISION INC,KEY TECHNOLOGY INC,2000-11-30,21,nan,1779474,1150,1779474,2000-09-01,2001-02-28,0,0,0
ST LOUIS JULIE,WOLVERINE WORLD WIDE INC,2007-01-17,21,nan,110471,1151,110471,2006-10-19,2007-04-17,0,0,0
STAMPER ANTHONY K,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-02-03,25,nan,51143,1152,51143,2013-11-05,2014-05-04,0,0,0
STANFORD SURGICAL TECHNOLOGIES INC,HEARTPORT INC,1995-07-14,25,1321834,nan,1153,1321834,1995-04-15,1995-10-12,0,0,0
STANTON SHAWN CHRISTOPHER,THOMASVILLE FURNITURE INDUSTRIES INC,2003-04-16,23,nan,72162,1154,72162,2003-01-16,2003-07-15,0,0,0
STEELCASE INC,STEELCASE DEVELOPMENT INC,1999-07-01,50,1050825,1050825,1155,1050825,1999-04-02,1999-09-29,0,0,0
STEELCASE INC A CORP OF MICHIGAN,STEELCASE DEVELOPMENT INC A CORP OF MICHIGAN,1999-07-01,23,1050825,1050825,1156,1050825,1999-04-02,1999-09-29,0,0,0
STEELCASE INC A CORPORATION OF MICHIGAN,STEELCASE DEVELOPMENT INC,1999-07-01,21,1050825,1050825,1157,1050825,1999-04-02,1999-09-29,0,0,0
STEELCASE INC A CORPORATION OF MICHIGAN,STEELCASE DEVELOPMENT INC A CORPORATION OF MICHIGAN,1999-07-01,41,1050825,1050825,1158,1050825,1999-04-02,1999-09-29,0,0,0
STEINKE GUSTAV J,INTERNATIONAL BRAKE INDUSTRIES INC,1994-04-06,27,nan,105319,1159,105319,1994-01-06,1994-07-05,0,0,0
STLOUIS JULIE,WOLVERINE WORLD WIDE INC,2007-07-17,36,nan,110471,1160,110471,2007-04-18,2007-10-15,0,0,0
STLOUIS JULIE,WOLVERINE WORLD WIDE INC,2008-01-10,21,nan,110471,1161,110471,2007-10-12,2008-04-09,0,0,0
STLOUIS JULIE,WOLVERINE WORLD WIDE INC,2008-07-24,23,nan,110471,1162,110471,2008-04-25,2008-10-22,0,0,0
STMICROELECTRONICS SRL FORMERLY KNOWN AS SGSTHOMSON MICROELECTRONICS SRL,MICRON TECHNOLOGY INC,2012-05-23,24,932787,723125,1163,932787,2012-02-23,2012-08-21,0,0,0
STODDARD ERIC,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,nan,932021,1164,932021,2015-10-07,2016-04-04,0,0,0
STODDARD ERIC,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,nan,932021,1165,932021,2017-12-28,2018-06-26,0,0,0
STREIT LEON G,PIONEER HIBRED INTERNATIONAL INC,2010-04-19,24,nan,105319,1166,105319,2010-01-19,2010-07-18,0,0,0
STRINGER CHRISTOPHER J,APPLE COMPUTER INC,2005-10-18,22,nan,320193,1167,320193,2005-07-20,2006-01-16,0,0,0
STRINGER CHRISTOPHER J,APPLE INC,2007-12-17,35,nan,320193,1168,320193,2007-09-18,2008-03-16,0,0,0
STRINGER CHRISTOPHER J,APPLE INC,2014-12-08,21,nan,320193,1169,320193,2014-09-09,2015-03-08,0,0,0
STRINGER CHRISTOPHER J,APPLE INC,2015-01-19,38,nan,320193,1170,320193,2014-10-21,2015-04-19,0,0,0
STULL ROBERT A,STEM CENTRX INC,2013-02-22,32,nan,1758766,1171,1758766,2012-11-24,2013-05-23,0,0,0
SUBRAMANIAN ROMESH R,DYNE THERAPEUTICS INC,2019-08-28,20,nan,1818794,1172,1818794,2019-05-30,2019-11-26,0,0,0
SUGARSYNC INC,DROPBOX INC,2014-10-14,20,nan,1467623,1173,1467623,2014-07-16,2015-01-12,0,0,0
SUH JONG YEUL,LG ELECTRONICS INC,2008-08-14,31,nan,2058873,1174,2058873,2008-05-16,2008-11-12,0,0,0
SUH JONG YEUL,LG ELECTRONICS INC,2008-10-20,27,nan,2058873,1175,2058873,2008-07-22,2009-01-18,0,0,0
SUN WORLD INTERNATIONAL INC,SUN WORLD INTERNATIONAL LLC,2005-02-25,40,105319,nan,1176,105319,2004-11-27,2005-05-26,0,0,0
SUNG EUNJI,LG ELECTRONICS INC,2017-04-25,25,nan,2058873,1177,2058873,2017-01-25,2017-07-24,0,0,0
SVENSSON CHRISTOPHER,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,nan,932021,1178,932021,2015-10-07,2016-04-04,0,0,0
SVENSSON CHRISTOPHER,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,nan,932021,1179,932021,2017-12-28,2018-06-26,0,0,0
SYNERGY PHARMACEUTICALS INC,BAUSCH HEALTH IRELAND LIMITED,2019-03-04,28,1691082,nan,1180,1691082,2018-12-04,2019-06-02,0,0,0
TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LTD,TSMC SOLID STATE LIGHTING LTD,2012-03-01,128,1046179,nan,1181,1046179,2011-12-02,2012-05-30,0,0,0
TALASAZ AMIRALI,GUARDANT HEALTH INC,2014-07-02,22,nan,1576280,1182,1576280,2014-04-03,2014-09-30,0,0,0
TAN SUNGHO,APPLE INC,2020-07-27,20,nan,320193,1183,320193,2020-04-28,2020-10-25,0,0,0
TANT SEAN,FORD GLOBAL TECHNOLOGIES LLC,2019-01-17,25,nan,932021,1184,932021,2018-10-19,2019-04-17,0,0,0
TAVARES FRANCIS XAVIER,G1 THERAPEUTICS INC,2014-03-12,22,nan,1001316,1185,1001316,2013-12-12,2014-06-10,0,0,0
TAYLOR CHARLES A,HEARTFLOW INC,2011-01-24,28,nan,1464521,1186,1464521,2010-10-26,2011-04-24,0,0,0
TAYLOR CHARLES A,HEARTFLOW INC,2017-02-14,24,nan,1464521,1187,1464521,2016-11-16,2017-05-15,0,0,0
TAYLOR MATTHEW WHITING,GOGORO INC,2012-09-12,24,nan,1886190,1188,1886190,2012-06-14,2012-12-11,0,0,0
TEGLEY CHRISTOPHER M,LIGAND PHARMACEUTICALS INC,2000-09-20,34,nan,886163,1189,886163,2000-06-22,2000-12-19,0,0,0
TEIG STEVEN,CADENCE DESIGN SYSTEMS INC,2003-05-08,40,nan,813672,1190,813672,2003-02-07,2003-08-06,0,0,0
TELCORDIA TECHNOLOGIES INC,REGENTS OF THE UNIVERSITY OF CALIFORNIA THE,2002-03-22,22,1321834,nan,1191,1321834,2001-12-22,2002-06-20,0,0,0
TERADYNE INC,AMPHENOL CORPORATION,2005-11-30,23,97210,nan,1192,97210,2005-09-01,2006-02-28,0,0,0
TERADYNE INC,TOLLGRADE COMMUNICATIONS INC,2007-08-01,36,97210,nan,1193,97210,2007-05-03,2007-10-30,1,0,1
THACKER DAVID,GROUPON INC,2013-08-13,25,nan,1490281,1194,1490281,2013-05-15,2013-11-11,0,0,0
THE NIELSEN COMPANY US LLC,ROKU INC,2021-04-15,33,nan,1428439,1195,1428439,2021-01-15,2021-07-14,0,0,0
THE PROCTER GAMBLE COMPANY,IMFLUX INC,2014-04-02,33,80424,nan,1196,80424,2014-01-02,2014-07-01,0,0,0
THE UNIVERSITY OF BRITISH COLUMBIA,BRIGHTSIDE TECHNOLOGIES INC,2007-04-24,43,nan,1321834,1197,1321834,2007-01-24,2007-07-23,0,0,0
THERAVANCE INC,THERAVANCE BIOPHARMA ANTIBIOTICS IP LLC,2014-06-01,25,1583107,1583107,1198,1583107,2014-03-03,2014-08-30,0,0,0
THERAVANCE INC,THERAVANCE BIOPHARMA RD IP LLC,2014-06-01,150,1583107,1583107,1199,1583107,2014-03-03,2014-08-30,0,0,0
THERMO FISHER SCIENTIFIC BIOSCIENCES INC,THERMO FISHER SCIENTIFIC INC,2014-03-21,28,97745,97745,1200,97745,2013-12-21,2014-06-19,0,0,0
THOMAS C GOMER,LG ELECTRONICS INC,2004-10-25,46,nan,2058873,1201,2058873,2004-07-27,2005-01-23,0,0,0
THOMAS DEEP,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,21,nan,4962,1202,4962,2006-08-30,2007-02-26,0,0,0
THOMAS EDWARD NATHANIEL,NIKE INC,2004-07-15,21,nan,320187,1203,320187,2004-04-16,2004-10-13,0,0,0
THOMPSON JEFFREY A,PIONEER HIBRED INTERNATIONAL INC,2010-04-21,24,nan,105319,1204,105319,2010-01-21,2010-07-20,0,0,0
THOMSON LICENSING,DOLBY LABORATORIES LICENSING CORPORATION,2016-08-10,52,nan,1308547,1205,1308547,2016-05-12,2016-11-08,0,0,0
THOMSON LICENSING,INTERDIGITAL VC HOLDINGS INC,2018-07-30,128,nan,1405495,1206,1405495,2018-05-01,2018-10-28,0,0,0
THOMSON LICENSING SAS,DOLBY LABORATORIES LICENSING CORPORATION,2017-02-07,24,nan,1308547,1207,1308547,2016-11-09,2017-05-08,0,0,0
THOMSON LICENSING SAS,INTERDIGITAL VC HOLDINGS INC,2018-02-23,37,nan,1405495,1208,1405495,2017-11-25,2018-05-24,0,0,0
THROWER JAMES P,DEXCOM INC,2005-03-30,28,nan,1093557,1209,1093557,2004-12-30,2005-06-28,0,0,0
THROWER JAMES PATRICK,DEXCOM INC,2004-01-12,32,nan,1093557,1210,1093557,2003-10-14,2004-04-11,0,0,0
THROWER JAMES PATRICK,DEXCOM INC,2005-03-08,25,nan,1093557,1211,1093557,2004-12-08,2005-06-06,0,0,0
THUNDER POWER HONG KONG LTD,THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT COMPANY LIMITED,2016-12-15,48,1939780,nan,1212,1939780,2016-09-16,2017-03-15,0,0,0
TIAN HUI,INVISAGE TECHNOLOGIES INC,2010-05-20,23,nan,1321834,1213,1321834,2010-02-19,2010-08-18,0,0,0
TISSANDIER CLEMENT,APPLE INC,2020-07-02,20,nan,320193,1214,320193,2020-04-03,2020-09-30,0,0,0
TK HOLDINGS INC,JOYSON SAFETY SYSTEMS ACQUISITION LLC,2018-04-10,24,1809587,nan,1215,1809587,2018-01-10,2018-07-09,0,0,0
TOBIN AVIS EDWARD JR,THOMASVILLE FURNITURE INDUSTRIES INC,1994-10-19,27,nan,72162,1216,72162,1994-07-21,1995-01-17,0,0,0
TONELLO DOMENICO,FORD GLOBAL TECHNOLOGIES LLC,2018-09-26,28,nan,932021,1217,932021,2018-06-28,2018-12-25,0,0,0
TOOMRE ERIK,SEURAT TECHNOLOGIES INC,2016-10-26,24,nan,1321834,1218,1321834,2016-07-28,2017-01-24,0,0,0
TORGOV MICHAEL,STEM CENTRX INC,2013-02-22,32,nan,1758766,1219,1758766,2012-11-24,2013-05-23,0,0,0
TRICORD HOLDINGS LLC,AUTONOMIX MEDICAL INC,2014-08-20,30,nan,1617867,1220,1617867,2014-05-22,2014-11-18,0,0,0
TRISTRATA INCORPORATED,TRISTRATA TECHNOLOGY INC,1996-08-15,21,nan,1779474,1221,1779474,1996-05-17,1996-11-13,0,0,0
TRIVENI DIGITAL INC,LG ELECTRONICS INC,2003-07-29,34,nan,2058873,1222,2058873,2003-04-30,2003-10-27,0,0,0
TRIVENI DIGITAL INC,LG ELECTRONICS INC,2005-01-28,48,nan,2058873,1223,2058873,2004-10-30,2005-04-28,0,0,0
TROIA ALBERTO,MICRON TECHNOLOGY INC,2020-01-17,41,nan,723125,1224,723125,2019-10-19,2020-04-16,0,0,0
TSINGOS NICOLAS,DOLBY LABORATORIES LICENSING CORPORATION,2012-05-02,20,nan,1308547,1225,1308547,2012-02-02,2012-07-31,0,0,0
TURNER GERALDINE A,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-23,24,nan,4962,1226,4962,2006-07-25,2007-01-21,0,0,0
UBER TECHNOLOGIES INC,UATC LLC,2019-07-01,75,1543151,nan,1227,1543151,2019-04-02,2019-09-29,0,0,0
UBER TECHNOLOGIES INC,UATC LLC,2019-07-02,29,1543151,nan,1228,1543151,2019-04-03,2019-09-30,0,0,0
ULREY JOSEPH NORMAN,FORD GLOBAL TECHNOLOGIES LLC,2016-12-15,31,nan,932021,1229,932021,2016-09-16,2017-03-15,0,0,0
UNIFY PATENTE GMBH CO KG,RINGCENTRAL IP HOLDINGS INC,2019-12-30,206,nan,1384905,1230,1384905,2019-10-01,2020-03-29,0,0,0
UNIFY PATENTE GMBH CO KG,RINGCENTRAL IP HOLDINGS INC,2021-12-08,68,nan,1384905,1231,1384905,2021-09-09,2022-03-08,0,0,0
UNIFY SOFTWARE AND SOLUTIONS GMBH CO KG,RINGCENTRAL IP HOLDINGS INC,2019-12-30,205,nan,1384905,1232,1384905,2019-10-01,2020-03-29,0,0,0
UNITED TECHNOLOGIES AUTOMOTIVE INC,UT AUTOMOTIVE DEARBORN INC,1998-02-24,68,1321834,nan,1233,1321834,1997-11-26,1998-05-25,0,0,0
UNITED TECHNOLOGIES CORPORATION,BALLARD POWER SYSTEMS INC,2014-04-24,78,nan,1453015,1234,1453015,2014-01-24,2014-07-23,0,0,0
URHAN TOLGA,BEA SYSTEMS INC,2005-07-27,26,nan,1352010,1235,1352010,2005-04-28,2005-10-25,0,0,0
URIE GRANT A,WOLVERINE WORLD WIDE INC,2006-07-27,24,nan,110471,1236,110471,2006-04-28,2006-10-25,0,0,0
URIE GRANT A,WOLVERINE WORLD WIDE INC,2008-01-09,20,nan,110471,1237,110471,2007-10-11,2008-04-08,0,0,0
US PHILIPS CORPORATION,KONINKLIJKE PHILIPS ELECTRONICS NV,2002-04-30,20,nan,313216,1238,313216,2002-01-30,2002-07-29,0,0,0
VAN DER SLUIS PETER WILLEM,TECHNOLOGIES HOLDINGS CORP,2011-04-26,52,nan,2186,1239,2186,2011-01-26,2011-07-25,0,0,0
VAN DER SLUIS PETER WILLEM,TECHNOLOGIES HOLDINGS CORP,2012-04-11,54,nan,2186,1240,2186,2012-01-12,2012-07-10,0,0,0
VANCE MICHAEL STEFFEN,TMOBILE USA INC,2009-06-19,24,nan,1283699,1241,1283699,2009-03-21,2009-09-17,0,0,0
VARIAN MEDICAL SYSTEMS INC,VARIAN MEDICAL SYSTEMS TECHNOLOGIES INC,2003-09-25,49,nan,1321834,1242,1321834,2003-06-27,2003-12-24,0,0,0
VASH BRIAN EDWARD,ELSTAR THERAPEUTICS INC,2021-02-17,22,nan,1001316,1243,1001316,2020-11-19,2021-05-18,0,0,0
VASSEROT ALAIN PHILIPPE,ATYR PHARMA INC,2013-07-12,36,nan,1339970,1244,1339970,2013-04-13,2013-10-10,0,0,0
VASSEUR JEANPHILIPPE,CISCO TECHNOLOGY INC,2013-06-10,30,nan,1779474,1245,1779474,2013-03-12,2013-09-08,0,0,0
VASSEUR JEANPHILIPPE,CISCO TECHNOLOGY INC,2014-02-12,33,nan,1779474,1246,1779474,2013-11-14,2014-05-13,0,0,0
VASSEUR JEANPHILIPPE,CISCO TECHNOLOGY INC,2014-04-24,22,nan,1779474,1247,1779474,2014-01-24,2014-07-23,0,0,0
VASSEUR JEANPHILIPPE,CISCO TECHNOLOGY INC,2014-07-15,23,nan,1779474,1248,1779474,2014-04-16,2014-10-13,0,0,0
VENKITESWARAN VAIDHYANATHAN,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-09-21,23,nan,200406,1249,200406,2018-06-23,2018-12-20,0,0,0
VERIZON PATENT AND LICENSING INC,PALO ALTO NETWORKS INC,2015-10-07,24,nan,1327567,1250,1327567,2015-07-09,2016-01-05,0,0,0
VERTEQ INC,DEVELOPMENT SPECIALISTS INC,2004-03-05,44,1806837,nan,1251,1806837,2003-12-06,2004-06-03,0,0,0
VIA OPTICAL SOLUTION INC,VIA TECHNOLOGIES INC,2007-07-30,22,nan,1789029,1252,1789029,2007-05-01,2007-10-28,0,0,0
VISWANATHAN RADHIKA,MICRON TECHNOLOGY INC,2021-07-13,20,nan,723125,1253,723125,2021-04-14,2021-10-11,0,0,0
VON HOLZHAUSEN FRANZ,TESLA INC,2017-09-26,29,nan,1318605,1254,1318605,2017-06-28,2017-12-25,1,0,0
VOYAGE MEDICAL INC,INTUITIVE SURGICAL OPERATIONS INC,2013-08-16,34,nan,1035267,1255,1035267,2013-05-18,2013-11-14,0,0,0
VTVX HOLDINGS II LLC,VTV THERAPEUTICS LLC,2015-07-29,21,nan,1641489,1256,1641489,2015-04-30,2015-10-27,0,0,0
WADSWORTH JOHN F,BELKIN INTERNATIONAL INC,2016-05-10,23,nan,105319,1257,105319,2016-02-10,2016-08-08,0,0,0
WALKER DIGITAL LLC,EBAY INC,2012-01-03,31,nan,1065088,1258,1065088,2011-10-05,2012-04-02,0,0,0
WALKER GEORGE F,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-04-30,38,nan,51143,1259,51143,1993-01-30,1993-07-29,0,0,0
WALMART STORES INC,WALMART APOLLO LLC,2018-01-31,115,104169,nan,1260,104169,2017-11-02,2018-05-01,0,0,0
WALMART STORES INC,WALMART APOLLO LLC,2018-02-26,273,104169,nan,1261,104169,2017-11-28,2018-05-27,0,0,0
WALMART STORES INC,WALMART APOLLO LLC,2018-03-21,460,104169,nan,1262,104169,2017-12-21,2018-06-19,0,0,0
WALMART STORES INC,WALMART APOLLO LLC,2018-03-27,32,104169,nan,1263,104169,2017-12-27,2018-06-25,0,0,0
WALTER CHRISTOPHER G,FORD GLOBAL TECHNOLOGIES LLC,2019-10-08,31,nan,932021,1264,932021,2019-07-10,2020-01-06,0,0,0
WALTERS GUY A III,THOMASVILLE FURNITURE INDUSTRIES INC,1994-10-19,28,nan,72162,1265,72162,1994-07-21,1995-01-17,0,0,0
WANG CLIFF,AIR COOL INDUSTRIAL CO LTD,2012-05-29,25,nan,1944057,1266,1944057,2012-02-29,2012-08-27,0,0,0
WANG CLIFF,AIR COOL INDUSTRIAL CO LTD,2016-05-31,24,nan,1944057,1267,1944057,2016-03-02,2016-08-29,0,0,0
WANG HAISHENG,BOE TECHNOLOGY GROUP CO LTD,2015-05-11,28,nan,1852440,1268,1852440,2015-02-10,2015-08-09,0,0,0
WANG LEI,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,20,nan,1852440,1269,1852440,2017-01-27,2017-07-26,0,0,0
WANG QIAN,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,20,nan,1852440,1270,1852440,2017-01-27,2017-07-26,0,0,0
WANG QIUPING,ACHILLION PHARMACEUTICALS INC,2016-03-11,26,nan,1691082,1271,1691082,2015-12-12,2016-06-09,0,0,0
WANG XIANGZHU,ACHILLION PHARMACEUTICALS INC,2016-03-11,24,nan,1691082,1272,1691082,2015-12-12,2016-06-09,0,0,0
WANG YONG,JOHNSON ELECTRIC SA,2016-08-25,22,nan,200406,1273,200406,2016-05-27,2016-11-23,0,0,0
WANG ZHONGGUO,FORMA THERAPEUTICS INC,2016-06-17,20,nan,1001316,1274,1001316,2016-03-19,2016-09-15,0,0,0
WARDYN BRANDON MICHAEL,PIONEER HIBRED INTERNATIONAL INC,2018-03-05,20,nan,105319,1275,105319,2017-12-05,2018-06-03,0,0,0
WATKINS JEFFRY D,ATYR PHARMA INC,2013-07-22,36,nan,1339970,1276,1339970,2013-04-23,2013-10-20,0,0,0
WEEDEN TIMOTHY,DYNE THERAPEUTICS INC,2019-08-27,20,nan,1818794,1277,1818794,2019-05-29,2019-11-25,0,0,0
WEHRLY SHAWN,FORD GLOBAL TECHNOLOGIES LLC,2019-03-08,28,nan,932021,1278,932021,2018-12-08,2019-06-06,0,0,0
WEIGAND ULRICH,INTERNATIONAL BUSINESS MACHINES CORPORATION,2016-10-24,21,nan,51143,1279,51143,2016-07-26,2017-01-22,0,0,0
WENG CHIENCHIH,GOGORO INC,2014-11-13,21,nan,1886190,1280,1886190,2014-08-15,2015-02-11,0,0,0
WEST SERVICES INC,THOMSON REUTERS GLOBAL RESOURCES,2013-12-30,44,105770,nan,1281,105770,2013-10-01,2014-03-30,0,0,0
WHANG EUGENE ANTONY,APPLE COMPUTER INC,2005-10-18,22,nan,320193,1282,320193,2005-07-20,2006-01-16,0,0,0
WHANG EUGENE ANTONY,APPLE INC,2007-12-20,31,nan,320193,1283,320193,2007-09-21,2008-03-19,0,0,0
WHANG EUGENE ANTONY,APPLE INC,2014-12-09,20,nan,320193,1284,320193,2014-09-10,2015-03-09,0,0,0
WHANG EUGENE ANTONY,APPLE INC,2015-01-19,39,nan,320193,1285,320193,2014-10-21,2015-04-19,0,0,0
WHANG EUGENE ANTONY,APPLE INC,2020-08-12,20,nan,320193,1286,320193,2020-05-14,2020-11-10,0,0,0
WHITE GABRIEL J,TMOBILE USA INC,2009-05-08,22,nan,1283699,1287,1283699,2009-02-07,2009-08-06,0,0,0
WILES JASON ALLAN,ACHILLION PHARMACEUTICALS INC,2016-03-11,26,nan,1691082,1288,1691082,2015-12-12,2016-06-09,0,0,0
WILLING TODD,FORD GLOBAL TECHNOLOGIES LLC,2018-01-11,34,nan,932021,1289,932021,2017-10-13,2018-04-11,0,0,0
WILSON CHRISTOPHER,APPLE INC,2014-01-20,22,nan,320193,1290,320193,2013-10-22,2014-04-20,0,0,0
WILSON CHRISTOPHER,APPLE INC,2015-02-06,26,nan,320193,1291,320193,2014-11-08,2015-05-07,0,0,0
WILSON CHRISTOPHER,APPLE INC,2016-12-05,20,nan,320193,1292,320193,2016-09-06,2017-03-05,0,0,0
WILSON CHRISTOPHER,APPLE INC,2018-02-05,20,nan,320193,1293,320193,2017-11-07,2018-05-06,0,0,0
WILSON D TRAVIS,STEALTH PEPTIDES INTERNATIONAL INC,2013-10-10,20,nan,105319,1294,105319,2013-07-12,2014-01-08,0,0,0
WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,SK TELECOM CO LTD,2018-07-05,36,1779474,1015650,1295,1779474,2018-04-06,2018-10-03,0,0,0
WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,2018-07-05,36,1779474,1779474,1296,1779474,2018-04-06,2018-10-03,0,0,0
WIS TECHNOLOGIES INC,MICRONAS USA INC,2006-05-12,34,1321834,nan,1297,1321834,2006-02-11,2006-08-10,0,0,0
WOLFF MAX,FORD GLOBAL TECHNOLOGIES LLC,2018-01-11,34,nan,932021,1298,932021,2017-10-13,2018-04-11,0,0,0
WOLTHUIS JOHN,TWILIO INC,2012-10-08,23,nan,1447669,1299,1447669,2012-07-10,2013-01-06,0,0,0
WON HYOJIN,LG ELECTRONICS INC,2016-12-01,37,nan,2058873,1300,2058873,2016-09-02,2017-03-01,0,0,0
WONG MARVIN GLENN,AGILENT TECHNOLOGIES INC,2003-04-08,37,nan,1090872,1301,1090872,2003-01-08,2003-07-07,1,0,1
WOODHOUSE DAVID,FORD GLOBAL TECHNOLOGIES LLC,2017-03-02,24,nan,932021,1302,932021,2016-12-02,2017-05-31,0,0,0
WOODHOUSE DAVID,FORD GLOBAL TECHNOLOGIES LLC,2017-10-30,32,nan,932021,1303,932021,2017-08-01,2018-01-28,0,0,0
WOODHOUSE DAVID,FORD GLOBAL TECHNOLOGIES LLC,2018-04-04,34,nan,932021,1304,932021,2018-01-04,2018-07-03,0,0,0
WOODHOUSE DAVID,FORD GLOBAL TECHNOLOGIES LLC,2019-03-12,28,nan,932021,1305,932021,2018-12-12,2019-06-10,0,0,0
XAVIER BEN,DEXCOM INC,2005-03-17,28,nan,1093557,1306,1093557,2004-12-17,2005-06-15,0,0,0
XUE HANHONG,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-31,21,nan,51143,1307,51143,2007-11-02,2008-04-30,0,0,0
YADAV NAVINDRA,CISCO TECHNOLOGY INC,2016-07-11,33,nan,1779474,1308,1779474,2016-04-12,2016-10-09,0,0,0
YANG LAWRENCE Y,APPLE INC,2015-03-24,20,nan,320193,1309,320193,2014-12-24,2015-06-22,0,0,0
YANG MING,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,20,nan,1852440,1310,1852440,2017-01-27,2017-07-26,0,0,0
YANG RENHUI,ALIBABA GROUP HOLDING LIMITED,2019-12-12,22,nan,1577552,1311,1577552,2019-09-13,2020-03-11,0,0,0
YANG SHENGJI,BOE TECHNOLOGY GROUP CO LTD,2015-05-11,30,nan,1852440,1312,1852440,2015-02-10,2015-08-09,0,0,0
YANG SUCKCHEL,LG ELECTRONICS INC,2013-02-28,35,nan,2058873,1313,2058873,2012-11-30,2013-05-29,0,0,0
YEOM SEUNGSEOB,LG ELECTRONICS INC,2021-03-30,40,nan,2058873,1314,2058873,2020-12-30,2021-06-28,0,0,0
YI SEUNGJUNE,LG ELECTRONICS INC,2009-07-28,23,nan,2058873,1315,2058873,2009-04-29,2009-10-26,0,0,0
YING ZHAN,CHANGXIN MEMORY TECHNOLOGIES INC,2021-06-08,51,nan,1321834,1316,1321834,2021-03-10,2021-09-06,0,0,0
YOO SUNMI,LG ELECTRONICS INC,2021-12-27,21,nan,2058873,1317,2058873,2021-09-28,2022-03-27,0,0,0
YOO TAEWOO,LG ELECTRONICS INC,2017-03-10,29,nan,2058873,1318,2058873,2016-12-10,2017-06-08,0,0,0
YU SHAWN SUNG,FORD GLOBAL TECHNOLOGIES LLC,2018-01-10,27,nan,932021,1319,932021,2017-10-12,2018-04-10,0,0,0
YUDENFRIEND HARRY M,INTERNATIONAL BUSINESS MACHINES CORPORATION,2015-10-02,22,nan,51143,1320,51143,2015-07-04,2015-12-31,0,0,0
ZAYANTE INC,APPLE COMPUTER INC,2002-04-02,23,nan,320193,1321,320193,2002-01-02,2002-07-01,0,0,0
ZENG WEI,APPLE INC,2021-10-24,21,nan,320193,1322,320193,2021-07-26,2022-01-22,0,0,0
ZHANG DAWEI,APPLE INC,2021-10-18,28,nan,320193,1323,320193,2021-07-20,2022-01-16,0,0,0
ZHAO JIE,LG ELECTRONICS INC,2022-01-03,23,nan,2058873,1324,2058873,2021-10-05,2022-04-03,0,0,0
ZHAO JOHN,WAH HUNG INTERNATIONAL MACHINERY INC,2012-10-18,29,nan,105319,1325,105319,2012-07-20,2013-01-16,0,0,0
ZHAO WENQING,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,22,nan,1852440,1326,1852440,2017-01-27,2017-07-26,0,0,0
ZHENG XIAOZHANG,FORMA THERAPEUTICS INC,2016-02-23,20,nan,1001316,1327,1001316,2015-11-25,2016-05-23,0,0,0
ZHI LIN,LIGAND PHARMACEUTICALS INC,2000-09-22,36,nan,886163,1328,886163,2000-06-24,2000-12-21,0,0,0
ZHOU CHUI YOU,JOHNSON ELECTRIC SA,2016-08-25,21,nan,200406,1329,200406,2016-05-27,2016-11-23,0,0,0
ZIMMERMANN BERNHARD,NATERA INC,2015-04-20,33,nan,1604821,1330,1604821,2015-01-20,2015-07-19,0,0,0
ZORKENDORFER RICO,APPLE COMPUTER INC,2005-10-18,22,nan,320193,1331,320193,2005-07-20,2006-01-16,0,0,0
ZORKENDORFER RICO,APPLE INC,2007-12-17,34,nan,320193,1332,320193,2007-09-18,2008-03-16,0,0,0
ZUCHERMAN JAMES F,ST FRANCIS MEDICAL TECHNOLOGIES INC,2006-12-03,23,nan,1321834,1333,1321834,2006-09-04,2007-03-03,0,0,0
ZUKOWSKI MARCIN,SNOWFLAKE COMPUTING INC,2014-10-20,44,nan,1640147,1334,1640147,2014-07-22,2015-01-18,0,0,0
ZÖRKENDÖRFER RICO,APPLE INC,2014-12-08,21,nan,320193,1335,320193,2014-09-09,2015-03-08,0,0,0
ZÖRKENDÖRFER RICO,APPLE INC,2015-01-19,41,nan,320193,1336,320193,2014-10-21,2015-04-19,0,0,0
